solver,seed,instance,V,E,first_lb,best_lb,first_ub,best_ub,gap,status,gap_10s,gap_30s,gap_60s,gap_120s,gap_300s,n_rounds
fast-T2,1,T2_150_2000_5.wclq,150,2000,491,517,627,623,0.205029,OK,0.205029,0.205029,0.205029,0.205029,-1,483
fast-T2,1,T2_150_250_1.wclq,150,250,207,207,207,207,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_150_250_4.wclq,150,250,226,227,228,227,0.0,OPT,-1,-1,-1,-1,-1,113
fast-T2,1,T2_150_250_5.wclq,150,250,195,195,195,195,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_150_250_7.wclq,150,250,231,233,238,236,0.012876,OK,0.012876,0.012876,0.012876,0.012876,-1,654
fast-T2,1,T2_150_250_8.wclq,150,250,240,242,242,242,0.0,OPT,-1,-1,-1,-1,-1,88
fast-T2,1,T2_150_250_9.wclq,150,250,248,248,248,248,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_150_3000_2.wclq,150,3000,591,623,696,696,0.117175,OK,0.144737,0.144737,0.144737,0.142857,-1,454
fast-T2,1,T2_150_3000_5.wclq,150,3000,496,522,728,728,0.394636,OK,0.4,0.394636,0.394636,0.394636,-1,466
fast-T2,1,T2_150_3000_6.wclq,150,3000,528,587,623,610,0.039182,OK,0.039182,0.039182,0.039182,0.039182,-1,474
fast-T2,1,T2_150_3000_9.wclq,150,3000,826,847,897,897,0.059032,OK,0.059032,0.059032,0.059032,0.059032,-1,511
fast-T2,1,T2_150_500_0.wclq,150,500,387,389,403,403,0.03599,OK,0.03866,0.03599,0.03599,0.03599,-1,640
fast-T2,1,T2_150_500_2.wclq,150,500,334,338,348,346,0.023669,OK,0.029762,0.023669,0.023669,0.023669,-1,622
fast-T2,1,T2_150_500_4.wclq,150,500,321,323,349,340,0.052632,OK,0.052632,0.052632,0.052632,0.052632,-1,626
fast-T2,1,T2_150_500_7.wclq,150,500,337,337,338,338,0.002967,OK,0.002967,0.002967,0.002967,0.002967,-1,664
fast-T2,1,T2_150_500_8.wclq,150,500,365,370,394,386,0.043243,OK,0.043243,0.043243,0.043243,0.043243,-1,620
fast-T2,1,T2_150_750_0.wclq,150,750,530,537,583,572,0.065177,OK,0.071161,0.065177,0.065177,0.065177,-1,545
fast-T2,1,T2_150_750_2.wclq,150,750,450,467,478,473,0.012848,OK,0.015021,0.015021,0.015021,0.015021,-1,609
fast-T2,1,T2_150_750_3.wclq,0,0,0,0,0,0,-1.0,TIMEOUT,0.083156,0.083156,0.083156,0.083156,-1,507
fast-T2,1,T2_150_750_4.wclq,150,750,403,410,431,431,0.05122,OK,0.05122,0.05122,0.05122,0.05122,-1,593
fast-T2,1,T2_150_750_5.wclq,150,750,393,400,432,423,0.0575,OK,0.0575,0.0575,0.0575,0.0575,-1,536
fast-T2,1,T2_150_750_7.wclq,150,750,366,372,379,379,0.018817,OK,0.018817,0.018817,0.018817,0.018817,-1,627
fast-T2,1,T2_150_750_8.wclq,0,0,0,0,0,0,-1.0,TIMEOUT,0.095723,0.091278,0.091278,0.084677,-1,507
fast-T2,1,T2_150_750_9.wclq,150,750,476,482,503,496,0.029046,OK,0.031185,0.029046,0.029046,0.029046,-1,569
fast-T2,1,T2_200_1000_2.wclq,200,1000,540,547,563,563,0.02925,OK,0.036832,0.034926,0.033028,0.02925,-1,592
fast-T2,1,T2_200_1000_6.wclq,200,1000,490,500,539,539,0.078,OK,0.082329,0.078,0.078,0.078,-1,508
fast-T2,1,T2_200_1000_9.wclq,200,1000,644,661,721,706,0.068079,OK,0.077863,0.07622,0.072948,0.072948,-1,514
fast-T2,1,T2_200_2000_1.wclq,200,2000,731,753,812,811,0.077025,OK,0.085676,0.079893,0.077025,0.077025,-1,460
fast-T2,1,T2_200_2000_4.wclq,200,2000,823,835,925,912,0.092216,OK,0.104116,0.093525,0.092216,0.092216,-1,482
fast-T2,1,T2_200_2000_5.wclq,200,2000,630,661,758,748,0.131619,OK,0.157895,0.150769,0.145482,0.131619,-1,458
fast-T2,1,T2_200_2000_8.wclq,200,2000,698,704,773,764,0.085227,OK,0.085227,0.085227,0.085227,0.085227,-1,473
fast-T2,1,T2_200_2000_9.wclq,200,2000,1016,1032,1178,1166,0.129845,OK,0.129845,0.129845,0.129845,0.129845,0.129845,460
fast-T2,1,T2_200_250_3.wclq,200,250,278,279,280,279,0.0,OPT,-1,-1,-1,-1,-1,186
fast-T2,1,T2_200_250_5.wclq,200,250,252,252,252,252,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_200_250_9.wclq,200,250,298,298,298,298,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_200_3000_1.wclq,200,3000,819,841,924,916,0.08918,OK,0.100962,0.098321,0.097006,0.097006,-1,426
fast-T2,1,T2_200_3000_2.wclq,200,3000,799,800,864,864,0.08,OK,0.081352,0.08,0.08,0.08,-1,458
fast-T2,1,T2_200_3000_6.wclq,200,3000,800,817,938,938,0.148103,OK,0.148103,0.148103,0.148103,0.148103,0.148103,453
fast-T2,1,T2_200_500_0.wclq,200,500,472,480,493,487,0.014583,OK,0.018828,0.018828,0.016701,0.014583,-1,569
fast-T2,1,T2_200_500_2.wclq,200,500,343,344,349,347,0.008721,OK,0.008721,0.008721,0.008721,0.008721,-1,623
fast-T2,1,T2_200_500_3.wclq,200,500,408,411,426,419,0.019465,OK,0.021951,0.019465,0.019465,0.019465,-1,620
fast-T2,1,T2_200_500_5.wclq,200,500,342,344,347,347,0.008721,OK,0.008721,0.008721,0.008721,0.008721,-1,598
fast-T2,1,T2_200_500_7.wclq,200,500,381,381,381,381,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_200_500_8.wclq,200,500,356,358,359,359,0.002793,OK,0.002793,0.002793,0.002793,0.002793,-1,595
fast-T2,1,T2_200_750_0.wclq,200,750,564,567,576,572,0.008818,OK,0.010601,0.008818,0.008818,0.008818,-1,600
fast-T2,1,T2_200_750_1.wclq,200,750,424,434,468,463,0.06682,OK,0.071759,0.069284,0.06682,0.06682,-1,536
fast-T2,1,T2_200_750_5.wclq,200,750,470,475,494,485,0.021053,OK,0.023207,0.021053,0.021053,0.021053,-1,575
fast-T2,1,T2_200_750_6.wclq,200,750,435,439,443,443,0.009112,OK,0.011416,0.011416,0.011416,0.011416,-1,602
fast-T2,1,T2_200_750_7.wclq,200,750,442,448,458,449,0.002232,OK,0.006726,0.006726,0.002232,0.002232,-1,580
fast-T2,1,T2_250_1000_0.wclq,250,1000,655,668,704,695,0.040419,OK,0.045113,0.040419,0.040419,0.040419,-1,519
fast-T2,1,T2_250_1000_1.wclq,250,1000,647,655,682,681,0.039695,OK,0.041284,0.039695,0.039695,0.039695,-1,510
fast-T2,1,T2_250_1000_8.wclq,250,1000,682,692,711,707,0.021676,OK,0.026125,0.024638,0.024638,0.023155,-1,489
fast-T2,1,T2_250_2000_0.wclq,250,2000,987,1010,1143,1113,0.10198,OK,0.110778,0.104167,0.10198,0.10198,-1,425
fast-T2,1,T2_250_2000_1.wclq,250,2000,811,829,997,956,0.153197,OK,0.168704,0.155985,0.155985,0.153197,-1,430
fast-T2,1,T2_250_2000_2.wclq,250,2000,936,946,1069,1044,0.103594,OK,0.109458,0.107105,0.107105,0.107105,-1,459
fast-T2,1,T2_250_2000_4.wclq,250,2000,850,866,906,905,0.045035,OK,0.049884,0.048667,0.048667,0.048667,-1,434
fast-T2,1,T2_250_2000_6.wclq,250,2000,809,843,913,904,0.072361,OK,0.073634,0.073634,0.073634,0.073634,-1,436
fast-T2,1,T2_250_2000_7.wclq,250,2000,820,834,918,900,0.079137,OK,0.084337,0.079137,0.079137,0.079137,-1,468
fast-T2,1,T2_250_250_0.wclq,250,250,317,317,317,317,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_250_250_1.wclq,250,250,294,294,294,294,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_250_250_2.wclq,250,250,304,305,306,305,0.0,OPT,-1,-1,-1,-1,-1,186
fast-T2,1,T2_250_250_6.wclq,250,250,283,283,283,283,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_250_250_7.wclq,250,250,295,295,296,295,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_250_3000_1.wclq,250,3000,981,1029,1264,1222,0.187561,OK,0.202756,0.199215,0.199215,0.198039,-1,407
fast-T2,1,T2_250_3000_2.wclq,250,3000,1014,1048,1226,1194,0.139313,OK,0.143678,0.141491,0.141491,0.139313,-1,419
fast-T2,1,T2_250_3000_3.wclq,250,3000,1255,1281,1500,1472,0.149102,OK,0.165479,0.15451,0.149102,0.149102,-1,397
fast-T2,1,T2_250_3000_5.wclq,250,3000,830,878,964,964,0.09795,OK,0.131455,0.117034,0.104238,0.09795,-1,395
fast-T2,1,T2_250_5000_3.wclq,250,5000,1630,1679,1954,1954,0.163788,OK,0.16866,0.166567,0.166567,0.163788,-1,385
fast-T2,1,T2_250_5000_4.wclq,250,5000,1168,1191,1386,1361,0.142737,OK,0.144659,0.142737,0.142737,0.142737,-1,396
fast-T2,1,T2_250_5000_5.wclq,250,5000,942,978,1160,1160,0.186094,OK,0.217209,0.205821,0.186094,0.186094,-1,394
fast-T2,1,T2_250_5000_6.wclq,250,5000,1067,1086,1151,1151,0.059853,OK,0.060829,0.059853,0.059853,0.059853,-1,377
fast-T2,1,T2_250_5000_7.wclq,250,5000,1008,1056,1259,1259,0.192235,OK,0.204785,0.201336,0.201336,0.192235,-1,369
fast-T2,1,T2_250_5000_8.wclq,250,5000,1476,1522,1640,1640,0.07753,OK,0.09699,0.088977,0.07753,0.07753,-1,372
fast-T2,1,T2_250_5000_9.wclq,250,5000,1365,1394,1807,1807,0.29627,OK,0.311321,0.305636,0.305636,0.305636,-1,362
fast-T2,1,T2_250_500_1.wclq,250,500,414,414,425,420,0.014493,OK,0.014493,0.014493,0.014493,0.014493,-1,594
fast-T2,1,T2_250_500_5.wclq,250,500,403,405,414,406,0.002469,OK,0.00495,0.00495,0.00495,0.002469,-1,583
fast-T2,1,T2_250_500_8.wclq,250,500,448,453,461,459,0.013245,OK,0.015487,0.015487,0.013245,0.013245,-1,545
fast-T2,1,T2_250_500_9.wclq,250,500,478,479,481,481,0.004175,OK,0.004175,0.004175,0.004175,0.004175,-1,588
fast-T2,1,T2_250_750_0.wclq,250,750,555,561,587,576,0.026738,OK,0.032258,0.030411,0.026738,0.026738,-1,484
fast-T2,1,T2_250_750_1.wclq,250,750,552,557,577,575,0.032316,OK,0.032316,0.032316,0.032316,0.032316,-1,509
fast-T2,1,T2_250_750_2.wclq,250,750,563,568,579,574,0.010563,OK,0.015929,0.014134,0.014134,0.012346,-1,538
fast-T2,1,T2_250_750_3.wclq,250,750,591,603,652,626,0.038143,OK,0.041597,0.041597,0.041597,0.038143,-1,513
fast-T2,1,T2_250_750_4.wclq,250,750,552,555,569,567,0.021622,OK,0.021622,0.021622,0.021622,0.021622,-1,575
fast-T2,1,T2_300_1000_0.wclq,300,1000,692,708,745,736,0.039548,OK,0.043972,0.039548,0.039548,0.039548,-1,481
fast-T2,1,T2_300_1000_2.wclq,300,1000,742,750,761,761,0.014667,OK,0.018742,0.016021,0.016021,0.016021,-1,530
fast-T2,1,T2_300_1000_5.wclq,300,1000,603,612,625,625,0.021242,OK,0.031353,0.026273,0.026273,0.022913,-1,485
fast-T2,1,T2_300_1000_7.wclq,300,1000,708,717,753,729,0.016736,OK,0.01958,0.018156,0.018156,0.018156,-1,498
fast-T2,1,T2_300_1000_9.wclq,300,1000,828,846,898,877,0.036643,OK,0.042806,0.03787,0.03787,0.03787,-1,438
fast-T2,1,T2_300_2000_1.wclq,300,2000,771,802,898,887,0.105985,OK,0.114322,0.112923,0.110138,0.110138,-1,434
fast-T2,1,T2_300_2000_3.wclq,300,2000,956,993,1129,1105,0.11279,OK,0.127551,0.125255,0.116162,0.113911,-1,406
fast-T2,1,T2_300_2000_4.wclq,300,2000,1120,1146,1340,1264,0.102967,OK,0.109745,0.1078,0.10393,0.10393,-1,429
fast-T2,1,T2_300_2000_6.wclq,300,2000,921,949,1072,1025,0.080084,OK,0.095085,0.08351,0.08351,0.080084,-1,424
fast-T2,1,T2_300_2000_7.wclq,300,2000,1004,1023,1138,1070,0.045943,OK,0.046967,0.046967,0.045943,0.045943,-1,434
fast-T2,1,T2_300_2000_8.wclq,300,2000,1003,1042,1210,1177,0.129559,OK,0.1394,0.1394,0.135005,0.133911,-1,405
fast-T2,1,T2_300_2000_9.wclq,300,2000,1071,1089,1146,1133,0.040404,OK,0.048104,0.042318,0.040404,0.040404,-1,433
fast-T2,1,T2_300_3000_0.wclq,300,3000,1158,1226,1505,1401,0.142741,OK,0.157851,0.157851,0.152138,0.145544,-1,395
fast-T2,1,T2_300_3000_3.wclq,300,3000,1214,1281,1522,1493,0.165496,OK,0.19059,0.181171,0.17282,0.165496,-1,380
fast-T2,1,T2_300_3000_6.wclq,300,3000,1140,1167,1317,1270,0.08826,OK,0.104348,0.093885,0.093885,0.08826,-1,397
fast-T2,1,T2_300_3000_7.wclq,300,3000,1034,1062,1193,1193,0.123352,OK,0.14272,0.123352,0.123352,0.123352,-1,397
fast-T2,1,T2_300_3000_9.wclq,300,3000,1332,1364,1612,1548,0.134897,OK,0.157816,0.137399,0.134897,0.134897,-1,394
fast-T2,1,T2_300_300_9.wclq,300,300,412,412,415,413,0.002427,OK,0.002427,0.002427,0.002427,0.002427,-1,597
fast-T2,1,T2_300_5000_0.wclq,300,5000,1562,1623,2031,2004,0.23475,OK,0.247821,0.23475,0.23475,0.23475,-1,374
fast-T2,1,T2_300_5000_1.wclq,300,5000,1210,1281,1550,1538,0.200625,OK,0.23336,0.220635,0.21485,0.204385,-1,364
fast-T2,1,T2_300_5000_2.wclq,300,5000,1335,1398,1490,1490,0.065808,OK,0.089181,0.07659,0.075036,0.075036,-1,353
fast-T2,1,T2_300_5000_5.wclq,300,5000,1188,1239,1478,1462,0.179984,OK,0.199344,0.188618,0.187652,0.179984,-1,372
fast-T2,1,T2_300_5000_7.wclq,300,5000,1283,1335,1567,1552,0.162547,OK,0.178436,0.173091,0.164291,0.162547,-1,359
fast-T2,1,T2_300_5000_9.wclq,300,5000,1700,1822,2281,2197,0.205818,OK,0.246879,0.240542,0.219878,0.205818,-1,374
fast-T2,1,T2_300_500_0.wclq,300,500,520,521,523,521,0.0,OPT,0.001923,0.001923,0.001923,0.001923,-1,574
fast-T2,1,T2_300_500_2.wclq,300,500,479,479,481,479,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_300_500_4.wclq,300,500,485,486,494,491,0.010288,OK,0.010288,0.010288,0.010288,0.010288,-1,574
fast-T2,1,T2_300_500_5.wclq,300,500,436,438,444,442,0.009132,OK,0.009132,0.009132,0.009132,0.009132,-1,564
fast-T2,1,T2_300_500_6.wclq,300,500,456,456,465,463,0.015351,OK,0.015351,0.015351,0.015351,0.015351,-1,598
fast-T2,1,T2_300_500_8.wclq,300,500,478,481,489,485,0.008316,OK,0.010417,0.008316,0.008316,0.008316,-1,565
fast-T2,1,T2_300_500_9.wclq,300,500,545,547,562,552,0.009141,OK,0.009141,0.009141,0.009141,0.009141,-1,565
fast-T2,1,T2_300_750_0.wclq,300,750,630,632,637,634,0.003165,OK,0.003165,0.003165,0.003165,0.003165,-1,551
fast-T2,1,T2_300_750_1.wclq,300,750,552,555,564,555,0.0,OPT,0.003617,0.001805,0.001805,0.001805,-1,519
fast-T2,1,T2_300_750_2.wclq,300,750,644,645,655,649,0.006202,OK,0.007764,0.006202,0.006202,0.006202,-1,515
fast-T2,1,T2_300_750_3.wclq,300,750,620,624,657,646,0.035256,OK,0.038585,0.035256,0.035256,0.035256,-1,524
fast-T2,1,T2_300_750_4.wclq,300,750,640,645,648,645,0.0,OPT,-1,-1,-1,-1,-1,150
fast-T2,1,T2_300_750_5.wclq,300,750,539,539,540,540,0.001855,OK,0.001855,0.001855,0.001855,0.001855,-1,597
fast-T2,1,T2_300_750_7.wclq,300,750,552,555,560,559,0.007207,OK,0.007207,0.007207,0.007207,0.007207,-1,545
fast-T2,1,T2_500_10000_0.wclq,500,10000,2627,2800,3548,3478,0.242143,OK,0.295827,0.24392,0.24392,0.242143,-1,282
fast-T2,1,T2_500_10000_3.wclq,500,10000,2798,3047,3948,3779,0.240236,OK,0.304903,0.273248,0.263035,0.255065,-1,283
fast-T2,1,T2_500_10000_4.wclq,500,10000,2617,2708,3525,3308,0.221566,OK,0.25398,0.233408,0.221566,0.221566,-1,285
fast-T2,1,T2_500_10000_5.wclq,500,10000,2208,2375,2744,2707,0.139789,OK,0.179521,0.155356,0.149958,0.147034,-1,273
fast-T2,1,T2_500_10000_7.wclq,500,10000,2139,2272,2711,2655,0.168574,OK,0.204628,0.195407,0.181575,0.168574,-1,284
fast-T2,1,T2_500_10000_8.wclq,500,10000,2499,2609,3054,3013,0.154849,OK,0.176034,0.162871,0.157955,0.157955,-1,276
fast-T2,1,T2_500_10000_9.wclq,500,10000,2704,2960,3739,3640,0.22973,OK,0.28804,0.271838,0.22973,0.22973,-1,285
fast-T2,1,T2_500_1000_0.wclq,500,1000,947,957,995,975,0.018809,OK,0.023085,0.023085,0.019874,0.019874,-1,455
fast-T2,1,T2_500_1000_2.wclq,500,1000,886,894,903,895,0.001119,OK,0.00224,0.00224,0.00224,0.00224,-1,476
fast-T2,1,T2_500_1000_3.wclq,500,1000,897,904,931,912,0.00885,OK,0.011086,0.011086,0.00885,0.00885,-1,441
fast-T2,1,T2_500_1000_7.wclq,500,1000,808,811,827,818,0.008631,OK,0.009877,0.009877,0.009877,0.008631,-1,468
fast-T2,1,T2_500_2000_1.wclq,500,2000,1215,1244,1401,1310,0.053055,OK,0.065041,0.062449,0.059871,0.05475,-1,369
fast-T2,1,T2_500_2000_2.wclq,500,2000,1316,1324,1404,1354,0.022659,OK,0.028094,0.024981,0.024981,0.024981,-1,396
fast-T2,1,T2_500_2000_6.wclq,500,2000,1355,1386,1540,1465,0.056999,OK,0.06744,0.066667,0.061594,0.056999,-1,360
fast-T2,1,T2_500_2000_9.wclq,500,2000,1395,1426,1516,1463,0.025947,OK,0.038952,0.032463,0.026667,0.026667,-1,396
fast-T2,1,T2_500_5000_1.wclq,500,5000,1791,1930,2275,2233,0.156995,OK,0.205073,0.174645,0.156995,0.156995,-1,311
fast-T2,1,T2_500_5000_2.wclq,500,5000,2009,2094,2367,2268,0.083095,OK,0.093012,0.086727,0.085167,0.083095,-1,323
fast-T2,1,T2_500_5000_3.wclq,500,5000,2106,2219,2787,2568,0.157278,OK,0.194896,0.174748,0.157278,0.157278,-1,325
fast-T2,1,T2_500_5000_4.wclq,500,5000,2245,2338,2861,2636,0.127459,OK,0.154116,0.14162,0.138661,0.133763,-1,320
fast-T2,1,T2_500_5000_5.wclq,500,5000,1764,1823,2057,2006,0.100384,OK,0.113826,0.105843,0.102804,0.102198,-1,319
fast-T2,1,T2_500_5000_8.wclq,500,5000,1865,1986,2306,2218,0.116818,OK,0.146253,0.125888,0.116818,0.116818,-1,316
fast-T2,1,T2_500_500_0.wclq,500,500,682,683,684,683,0.0,OPT,0.001466,-1,-1,-1,-1,249
fast-T2,1,T2_500_500_3.wclq,500,500,613,613,615,613,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_500_500_8.wclq,500,500,616,616,616,616,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_50_1000_1.wclq,50,1000,163,163,165,165,0.01227,OK,0.01227,0.01227,0.01227,0.01227,-1,681
fast-T2,1,T2_50_1000_2.wclq,50,1000,56,56,64,64,0.142857,OK,0.142857,0.142857,0.142857,0.142857,-1,676
fast-T2,1,T2_50_1000_4.wclq,50,1000,104,107,107,107,0.0,OPT,-1,-1,-1,-1,-1,289
fast-T2,1,T2_50_1000_5.wclq,50,1000,182,182,229,229,0.258242,OK,0.258242,0.258242,0.258242,0.258242,-1,684
fast-T2,1,T2_50_1000_7.wclq,50,1000,102,102,102,102,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_50_1000_8.wclq,50,1000,326,326,359,359,0.101227,OK,0.101227,0.101227,0.101227,0.101227,-1,673
fast-T2,1,T2_50_1000_9.wclq,50,1000,105,105,127,127,0.209524,OK,0.209524,0.209524,0.209524,0.209524,-1,680
fast-T2,1,T2_50_100_2.wclq,50,100,68,68,68,68,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_50_100_9.wclq,50,100,69,69,71,71,0.028986,OK,0.028986,0.028986,0.028986,0.028986,-1,789
fast-T2,1,T2_50_250_0.wclq,50,250,196,201,215,215,0.069652,OK,0.091371,0.075,0.069652,0.069652,-1,737
fast-T2,1,T2_50_250_1.wclq,50,250,160,160,173,173,0.08125,OK,0.08125,0.08125,0.08125,0.08125,-1,760
fast-T2,1,T2_50_250_3.wclq,0,0,0,0,0,0,-1.0,TIMEOUT,0.197674,0.197674,0.197674,0.197674,-1,703
fast-T2,1,T2_50_250_8.wclq,50,250,153,158,166,166,0.050633,OK,0.050633,0.050633,0.050633,0.050633,-1,760
fast-T2,1,T2_50_250_9.wclq,50,250,102,102,109,109,0.068627,OK,0.068627,0.068627,0.068627,0.068627,-1,756
fast-T2,1,T2_50_500_2.wclq,50,500,102,102,104,104,0.019608,OK,0.019608,0.019608,0.019608,0.019608,-1,733
fast-T2,1,T2_50_50_2.wclq,50,50,56,56,56,56,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_50_750_0.wclq,50,750,240,240,257,257,0.070833,OK,0.070833,0.070833,0.070833,0.070833,-1,663
fast-T2,1,T2_50_750_4.wclq,50,750,102,102,102,102,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_800_0_1.wclq,800,799,993,993,996,994,0.001007,OK,0.001007,0.001007,0.001007,0.001007,-1,478
fast-T2,1,T2_800_0_2.wclq,800,799,1021,1021,1021,1021,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_800_0_4.wclq,800,799,1006,1006,1008,1006,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_800_0_5.wclq,800,799,937,938,938,938,0.0,OPT,-1,-1,-1,-1,-1,110
fast-T2,1,T2_800_0_7.wclq,800,799,965,965,965,965,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_800_0_9.wclq,800,799,1046,1048,1048,1048,0.0,OPT,0.001912,-1,-1,-1,-1,149
fast-T2,1,T2_800_10000_0.wclq,800,10000,3211,3369,4460,4083,0.211932,OK,0.252838,0.22539,0.222089,0.211932,-1,258
fast-T2,1,T2_800_10000_1.wclq,800,10000,3526,3667,4628,4286,0.168803,OK,0.201233,0.196538,0.17812,0.177149,-1,244
fast-T2,1,T2_800_10000_2.wclq,800,10000,3531,3764,4782,4376,0.162593,OK,0.220161,0.197264,0.179515,0.169741,-1,245
fast-T2,1,T2_800_10000_3.wclq,800,10000,3284,3524,4860,4292,0.217934,OK,0.277381,0.256808,0.239388,0.217934,-1,254
fast-T2,1,T2_800_10000_6.wclq,800,10000,3255,3506,4622,4213,0.201654,OK,0.257987,0.229355,0.226135,0.215522,-1,245
fast-T2,1,T2_800_10000_8.wclq,800,10000,3108,3294,4076,3861,0.172131,OK,0.224937,0.197209,0.187635,0.181818,0.172131,251
fast-T2,1,T2_800_10000_9.wclq,800,10000,3394,3690,4731,4318,0.17019,OK,0.239736,0.209863,0.177208,0.177208,-1,255
fast-T2,1,T2_800_1000_1.wclq,800,1000,1104,1107,1111,1107,0.0,OPT,0.001808,0.000904,-1,-1,-1,215
fast-T2,1,T2_800_1000_2.wclq,800,1000,1139,1141,1142,1142,0.000876,OK,0.002634,0.001754,0.000876,0.000876,0.000876,434
fast-T2,1,T2_800_1000_3.wclq,800,1000,1115,1119,1126,1119,0.0,OPT,0.000894,-1,-1,-1,-1,151
fast-T2,1,T2_800_1000_5.wclq,800,1000,1014,1015,1015,1015,0.0,OPT,-1,-1,-1,-1,-1,17
fast-T2,1,T2_800_1000_6.wclq,800,1000,1092,1092,1092,1092,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_800_1000_7.wclq,800,1000,1051,1051,1051,1051,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,1,T2_800_1000_9.wclq,800,1000,1162,1165,1167,1165,0.0,OPT,-1,-1,-1,-1,-1,4
fast-T2,1,T2_800_2000_2.wclq,800,2000,1599,1606,1661,1633,0.016812,OK,0.01808,0.01808,0.017445,0.016812,-1,347
fast-T2,1,T2_800_2000_4.wclq,800,2000,1601,1612,1657,1622,0.006203,OK,0.011845,0.008701,0.008701,0.006828,-1,345
fast-T2,1,T2_800_2000_6.wclq,800,2000,1638,1655,1741,1687,0.019335,OK,0.028032,0.023044,0.023044,0.020569,-1,338
fast-T2,1,T2_800_2000_7.wclq,800,2000,1491,1506,1586,1531,0.0166,OK,0.02408,0.019987,0.019308,0.0166,-1,344
fast-T2,1,T2_800_2000_9.wclq,800,2000,1687,1707,1773,1730,0.013474,OK,0.019446,0.016451,0.015258,0.014663,-1,340
fast-T2,1,T2_800_5000_0.wclq,800,5000,2503,2561,3083,2808,0.096447,OK,0.115614,0.11252,0.106819,0.096447,-1,285
fast-T2,1,T2_800_5000_1.wclq,800,5000,2620,2704,3164,2947,0.089867,OK,0.115443,0.093506,0.093506,0.093506,-1,284
fast-T2,1,T2_800_5000_3.wclq,800,5000,2572,2700,3350,3008,0.114074,OK,0.148247,0.135695,0.12617,0.124066,-1,287
fast-T2,1,T2_800_5000_4.wclq,800,5000,2532,2590,3098,2852,0.101158,OK,0.121903,0.116634,0.111847,0.107573,-1,289
fast-T2,1,T2_800_5000_6.wclq,800,5000,2438,2544,3282,2940,0.15566,OK,0.188458,0.17506,0.170382,0.158849,-1,282
fast-T2,1,T2_800_5000_7.wclq,800,5000,2290,2374,2833,2573,0.083825,OK,0.10805,0.102872,0.094428,0.091179,-1,280
fast-T2,1,T2_800_5000_8.wclq,800,5000,2473,2522,2905,2706,0.072958,OK,0.094622,0.088898,0.073354,0.073354,-1,286
fast-T2,1,T2_800_5000_9.wclq,800,5000,2718,2839,3509,3160,0.113068,OK,0.137509,0.136282,0.128975,0.122957,-1,288
fast-T2,2,T2_1000_10000_2.wclq,1000,10000,4093,4349,5673,5094,0.171304,OK,0.232979,0.208541,0.187689,0.179986,-1,248
fast-T2,2,T2_1000_10000_4.wclq,1000,10000,4203,4392,5791,5283,0.202869,OK,0.2355,0.21616,0.213646,0.205614,-1,238
fast-T2,2,T2_1000_10000_8.wclq,1000,10000,3768,3999,5044,4591,0.148037,OK,0.189995,0.178388,0.165228,0.151781,-1,236
fast-T2,2,T2_1000_1000_0.wclq,1000,1000,1200,1200,1202,1200,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,2,T2_1000_1000_5.wclq,1000,1000,1206,1207,1212,1207,0.0,OPT,0.000829,0.000829,-1,-1,-1,239
fast-T2,2,T2_1000_1000_7.wclq,1000,1000,1198,1198,1200,1198,0.0,OPT,-1,-1,-1,-1,-1,1
fast-T2,2,T2_1000_1000_9.wclq,1000,1000,1264,1266,1274,1266,0.0,OPT,0.003165,0.001581,0.001581,-1,-1,272
fast-T2,2,T2_1000_15000_3.wclq,1000,15000,4701,4993,6690,6055,0.212698,OK,0.284744,0.26067,0.255703,0.226205,-1,225
fast-T2,2,T2_1000_15000_6.wclq,1000,15000,4620,4896,6684,5959,0.217116,OK,0.261164,0.250052,0.232982,0.230182,-1,227
fast-T2,2,T2_1000_20000_1.wclq,1000,20000,4951,5325,7447,6804,0.277746,OK,0.357813,0.328906,0.325024,0.299465,-1,196
